CompanyName,year_stock,Close,Volume,Date,CeoName,extract
Amazon,2009,81.599998,6981200,7/1/2009,Jeff Bezos,1
Amazon,2009,79.160004,6245800,9/1/2009,Jeff Bezos,1
Amazon,2009,91.040001,6645100,10/1/2009,Jeff Bezos,1
Amazon,2009,138.5,9657600,12/1/2009,Jeff Bezos,1
Amazon,2010,118.870003,37774400,2/1/2010,Jeff Bezos,1
Amazon,2010,124.540001,13296500,3/1/2010,Jeff Bezos,1
Amazon,2010,131.809998,8785800,4/1/2010,Jeff Bezos,1
Amazon,2010,123.239998,3659500,6/1/2010,Jeff Bezos,1
Amazon,2010,110.959999,8529800,7/1/2010,Jeff Bezos,1
Amazon,2010,132.490005,7138300,9/1/2010,Jeff Bezos,1
Amazon,2010,153.710007,8683400,10/1/2010,Jeff Bezos,1
Amazon,2010,162.580002,5239900,11/1/2010,Jeff Bezos,1
Amazon,2010,176.550003,5770100,12/1/2010,Jeff Bezos,1
Amazon,2011,172.110001,5085900,2/1/2011,Jeff Bezos,1
Amazon,2011,169.440002,5847100,3/1/2011,Jeff Bezos,1
Amazon,2011,180.130005,5684100,4/1/2011,Jeff Bezos,1
Amazon,2011,192.399994,3445200,6/1/2011,Jeff Bezos,1
Amazon,2011,209.490005,4008700,7/1/2011,Jeff Bezos,1
Amazon,2011,221.320007,5789300,8/1/2011,Jeff Bezos,1
Amazon,2011,212.539993,5275300,9/1/2011,Jeff Bezos,1
Amazon,2011,212.100006,8511800,11/1/2011,Jeff Bezos,1
Amazon,2011,197.130005,7327700,12/1/2011,Jeff Bezos,1
Amazon,2012,179.460007,21336600,2/1/2012,Jeff Bezos,1
Amazon,2012,180.039993,4936000,3/1/2012,Jeff Bezos,1
Amazon,2012,230.039993,6754900,5/1/2012,Jeff Bezos,1
Amazon,2012,208.220001,3951500,6/1/2012,Jeff Bezos,1
Amazon,2012,232.089996,2543800,8/1/2012,Jeff Bezos,1
Amazon,2012,252.009995,2581200,10/1/2012,Jeff Bezos,1
Amazon,2012,232.139999,3905100,11/1/2012,Jeff Bezos,1
Amazon,2013,265,6115000,2/1/2013,Jeff Bezos,1
Amazon,2013,265.73999,2957000,3/1/2013,Jeff Bezos,1
Amazon,2013,261.609985,2524800,4/1/2013,Jeff Bezos,1
Amazon,2013,248.229996,4391400,5/1/2013,Jeff Bezos,1
Amazon,2013,282.100006,2888200,7/1/2013,Jeff Bezos,1
Amazon,2013,305.570007,2971700,8/1/2013,Jeff Bezos,1
Amazon,2013,320.950012,2396400,10/1/2013,Jeff Bezos,1
Amazon,2013,359,3331000,11/1/2013,Jeff Bezos,1
Amazon,2014,342.98999,3600100,4/1/2014,Jeff Bezos,1
Amazon,2014,307.890015,4328600,5/1/2014,Jeff Bezos,1
Amazon,2014,332.390015,3173600,7/1/2014,Jeff Bezos,1
Amazon,2014,307.059998,7441500,8/1/2014,Jeff Bezos,1
Amazon,2014,317.459991,3089100,10/1/2014,Jeff Bezos,1
Amazon,2014,326,4944900,12/1/2014,Jeff Bezos,1
Amazon,2015,370.26001,2458100,4/1/2015,Jeff Bezos,1
Amazon,2015,422.869995,3565800,5/1/2015,Jeff Bezos,1
Amazon,2015,430.920013,2253300,6/1/2015,Jeff Bezos,1
Amazon,2015,437.390015,1987100,7/1/2015,Jeff Bezos,1
Amazon,2015,496.540009,3864500,9/1/2015,Jeff Bezos,1
Amazon,2015,520.719971,3768500,10/1/2015,Jeff Bezos,1
Amazon,2015,679.059998,4751200,12/1/2015,Jeff Bezos,1
Amazon,2016,574.809998,6355100,2/1/2016,Jeff Bezos,1
Amazon,2016,579.039978,5038500,3/1/2016,Jeff Bezos,1
Amazon,2016,598.5,2917400,4/1/2016,Jeff Bezos,1
Amazon,2016,719.440002,3263100,6/1/2016,Jeff Bezos,1
Amazon,2016,725.679993,2920400,7/1/2016,Jeff Bezos,1
Amazon,2016,767.73999,3578200,8/1/2016,Jeff Bezos,1
Amazon,2016,770.619995,1792300,9/1/2016,Jeff Bezos,1
Amazon,2016,785.409973,5305400,11/1/2016,Jeff Bezos,1
Amazon,2016,743.650024,4666000,12/1/2016,Jeff Bezos,1
Amazon,2017,832.349976,3850200,2/1/2017,Jeff Bezos,1
Amazon,2017,853.080017,2760100,3/1/2017,Jeff Bezos,1
Amazon,2017,948.22998,5466500,5/1/2017,Jeff Bezos,1
Amazon,2017,995.950012,2454800,6/1/2017,Jeff Bezos,1
Amazon,2017,996.190002,4572600,8/1/2017,Jeff Bezos,1
Amazon,2017,978.25,2535900,9/1/2017,Jeff Bezos,1
Amazon,2017,1103.680054,3755500,11/1/2017,Jeff Bezos,1
Amazon,2017,1162.349976,4107100,12/1/2017,Jeff Bezos,1
Amazon,2018,1390,9113800,2/1/2018,Jeff Bezos,1
Amazon,2018,1493.449951,6835200,3/1/2018,Jeff Bezos,1
Amazon,2018,1582.26001,4572100,5/1/2018,Jeff Bezos,1
Amazon,2018,1641.540039,3313400,6/1/2018,Jeff Bezos,1
Amazon,2018,1797.170044,4153100,8/1/2018,Jeff Bezos,1
Amazon,2018,2004.359985,3460500,10/1/2018,Jeff Bezos,1
Amazon,2018,1665.530029,8135500,11/1/2018,Jeff Bezos,1
Amazon,2019,1626.22998,11506200,2/1/2019,Jeff Bezos,1
Amazon,2019,1671.72998,4974900,3/1/2019,Jeff Bezos,1
Amazon,2019,1814.189941,4238800,4/1/2019,Jeff Bezos,1
Amazon,2019,1911.52002,3117000,5/1/2019,Jeff Bezos,1
Amazon,2019,1922.189941,3203300,7/1/2019,Jeff Bezos,1
Amazon,2019,1855.319946,4713300,8/1/2019,Jeff Bezos,1
Amazon,2019,1735.650024,3084500,10/1/2019,Jeff Bezos,1
Amazon,2019,1791.439941,2790400,11/1/2019,Jeff Bezos,1
Amazon,2020,1907.699951,4121900,4/1/2020,Jeff Bezos,1
Amazon,2020,2286.040039,9772600,5/1/2020,Jeff Bezos,1
Amazon,2020,2471.040039,2928900,6/1/2020,Jeff Bezos,1
Amazon,2020,2878.699951,6363400,7/1/2020,Jeff Bezos,1
Apple,1981,0.108259,34070400,4/1/1981,Michael Scott,1
Apple,1981,0.108259,34070400,4/1/1981,Mike Markkula,1
Apple,1981,0.126674,16553600,5/1/1981,Michael Scott,1
Apple,1981,0.126674,16553600,5/1/1981,Mike Markkula,1
Apple,1981,0.147879,51251200,6/1/1981,Michael Scott,1
Apple,1981,0.147879,51251200,6/1/1981,Mike Markkula,1
Apple,1981,0.114955,170464000,7/1/1981,Michael Scott,1
Apple,1981,0.114955,170464000,7/1/1981,Mike Markkula,1
Apple,1981,0.095424,37027200,9/1/1981,Michael Scott,1
Apple,1981,0.095424,37027200,9/1/1981,Mike Markkula,1
Apple,1981,0.06808,61129600,10/1/1981,Michael Scott,1
Apple,1981,0.06808,61129600,10/1/1981,Mike Markkula,1
Apple,1981,0.083147,23385600,12/1/1981,Michael Scott,1
Apple,1981,0.083147,23385600,12/1/1981,Mike Markkula,1
Apple,1982,0.089844,38528000,2/1/1982,Mike Markkula,1
Apple,1982,0.082031,35302400,3/1/1982,Mike Markkula,1
Apple,1982,0.079241,59136000,4/1/1982,Mike Markkula,1
Apple,1982,0.061384,47600000,6/1/1982,Mike Markkula,1
Apple,1982,0.056362,55731200,7/1/1982,Mike Markkula,1
Apple,1982,0.078125,82566400,9/1/1982,Mike Markkula,1
Apple,1982,0.082589,46256000,10/1/1982,Mike Markkula,1
Apple,1982,0.11942,104361600,11/1/1982,Mike Markkula,1
Apple,1982,0.145089,206841600,12/1/1982,Mike Markkula,1
Apple,1983,0.186384,210963200,2/1/1983,Mike Markkula,1
Apple,1983,0.186384,210963200,2/1/1983,John Sculley,1
Apple,1983,0.207031,140268800,3/1/1983,Mike Markkula,1
Apple,1983,0.207031,140268800,3/1/1983,John Sculley,1
Apple,1983,0.259487,98089600,6/1/1983,Mike Markkula,1
Apple,1983,0.259487,98089600,6/1/1983,John Sculley,1
Apple,1983,0.219866,172256000,7/1/1983,Mike Markkula,1
Apple,1983,0.219866,172256000,7/1/1983,John Sculley,1
Apple,1983,0.154018,232444800,8/1/1983,Mike Markkula,1
Apple,1983,0.154018,232444800,8/1/1983,John Sculley,1
Apple,1983,0.162388,218131200,9/1/1983,Mike Markkula,1
Apple,1983,0.162388,218131200,9/1/1983,John Sculley,1
Apple,1983,0.102679,328384000,11/1/1983,Mike Markkula,1
Apple,1983,0.102679,328384000,11/1/1983,John Sculley,1
Apple,1983,0.090402,76675200,12/1/1983,Mike Markkula,1
Apple,1983,0.090402,76675200,12/1/1983,John Sculley,1
Apple,1984,0.109933,163116800,2/1/1984,John Sculley,1
Apple,1984,0.120536,132361600,3/1/1984,John Sculley,1
Apple,1984,0.148438,406515200,5/1/1984,John Sculley,1
Apple,1984,0.135603,242300800,6/1/1984,John Sculley,1
Apple,1984,0.111607,285734400,8/1/1984,John Sculley,1
Apple,1984,0.109375,97776000,10/1/1984,John Sculley,1
Apple,1984,0.111607,47040000,11/1/1984,John Sculley,1
Apple,1985,0.12779,137737600,2/1/1985,John Sculley,1
Apple,1985,0.111049,247430400,3/1/1985,John Sculley,1
Apple,1985,0.09654,114060800,4/1/1985,John Sculley,1
Apple,1985,0.093192,57344000,5/1/1985,John Sculley,1
Apple,1985,0.080915,103443200,7/1/1985,John Sculley,1
Apple,1985,0.070871,51564800,8/1/1985,John Sculley,1
Apple,1985,0.070313,88345600,10/1/1985,John Sculley,1
Apple,1985,0.083147,92556800,11/1/1985,John Sculley,1
Apple,1986,0.121652,222723200,4/1/1986,John Sculley,1
Apple,1986,0.135045,257936000,5/1/1986,John Sculley,1
Apple,1986,0.157924,87718400,7/1/1986,John Sculley,1
Apple,1986,0.140067,150080000,8/1/1986,John Sculley,1
Apple,1986,0.152344,138588800,10/1/1986,John Sculley,1
Apple,1986,0.179129,347200000,12/1/1986,John Sculley,1
Apple,1987,0.297991,217862400,4/1/1987,John Sculley,1
Apple,1987,0.357143,132720000,5/1/1987,John Sculley,1
Apple,1987,0.347098,83305600,6/1/1987,John Sculley,1
Apple,1987,0.357143,94830400,7/1/1987,John Sculley,1
Apple,1987,0.46875,138880000,9/1/1987,John Sculley,1
Apple,1987,0.520089,116480000,10/1/1987,John Sculley,1
Apple,1987,0.296875,181440000,12/1/1987,John Sculley,1
Apple,1988,0.372768,199360000,2/1/1988,John Sculley,1
Apple,1988,0.386161,171360000,3/1/1988,John Sculley,1
Apple,1988,0.379464,229600000,6/1/1988,John Sculley,1
Apple,1988,0.415179,94539200,7/1/1988,John Sculley,1
Apple,1988,0.401786,85937600,8/1/1988,John Sculley,1
Apple,1988,0.347098,246736000,9/1/1988,John Sculley,1
Apple,1988,0.339286,143696000,11/1/1988,John Sculley,1
Apple,1988,0.345982,212161600,12/1/1988,John Sculley,1
Apple,1989,0.350446,487558400,2/1/1989,John Sculley,1
Apple,1989,0.321429,170128000,3/1/1989,John Sculley,1
Apple,1989,0.348214,80662400,5/1/1989,John Sculley,1
Apple,1989,0.435268,179502400,6/1/1989,John Sculley,1
Apple,1989,0.356027,139540800,8/1/1989,John Sculley,1
Apple,1989,0.398438,74121600,9/1/1989,John Sculley,1
Apple,1989,0.41183,61185600,11/1/1989,John Sculley,1
Apple,1989,0.392857,146227200,12/1/1989,John Sculley,1
Apple,1990,0.300223,117073600,2/1/1990,John Sculley,1
Apple,1990,0.305804,203896000,3/1/1990,John Sculley,1
Apple,1990,0.353795,163609600,5/1/1990,John Sculley,1
Apple,1990,0.363839,157236800,6/1/1990,John Sculley,1
Apple,1990,0.378348,93508800,8/1/1990,John Sculley,1
Apple,1990,0.272321,155657600,10/1/1990,John Sculley,1
Apple,1990,0.272321,90652800,11/1/1990,John Sculley,1
Apple,1991,0.497768,444550400,2/1/1991,John Sculley,1
Apple,1991,0.515625,126134400,3/1/1991,John Sculley,1
Apple,1991,0.611607,117924800,4/1/1991,John Sculley,1
Apple,1991,0.421875,1868372800,5/1/1991,John Sculley,1
Apple,1991,0.379464,194824000,7/1/1991,John Sculley,1
Apple,1991,0.438616,448425600,8/1/1991,John Sculley,1
Apple,1991,0.453125,131376000,10/1/1991,John Sculley,1
Apple,1991,0.455357,201264000,11/1/1991,John Sculley,1
Apple,1992,0.526786,159656000,4/1/1992,John Sculley,1
Apple,1992,0.529018,134377600,5/1/1992,John Sculley,1
Apple,1992,0.513393,248046400,6/1/1992,John Sculley,1
Apple,1992,0.4375,143528000,7/1/1992,John Sculley,1
Apple,1992,0.415179,60289600,9/1/1992,John Sculley,1
Apple,1992,0.395089,122729600,10/1/1992,John Sculley,1
Apple,1992,0.520089,130144000,12/1/1992,John Sculley,1
Apple,1993,0.546875,240553600,2/1/1993,John Sculley,1
Apple,1993,0.546875,240553600,2/1/1993,Michael Spindler,1
Apple,1993,0.475446,119302400,3/1/1993,John Sculley,1
Apple,1993,0.475446,119302400,3/1/1993,Michael Spindler,1
Apple,1993,0.462054,108203200,4/1/1993,John Sculley,1
Apple,1993,0.462054,108203200,4/1/1993,Michael Spindler,1
Apple,1993,0.508929,135072000,6/1/1993,John Sculley,1
Apple,1993,0.508929,135072000,6/1/1993,Michael Spindler,1
Apple,1993,0.339286,218164800,7/1/1993,John Sculley,1
Apple,1993,0.339286,218164800,7/1/1993,Michael Spindler,1
Apple,1993,0.233259,225568000,9/1/1993,John Sculley,1
Apple,1993,0.233259,225568000,9/1/1993,Michael Spindler,1
Apple,1993,0.203125,335988800,10/1/1993,John Sculley,1
Apple,1993,0.203125,335988800,10/1/1993,Michael Spindler,1
Apple,1993,0.28125,105974400,11/1/1993,John Sculley,1
Apple,1993,0.28125,105974400,11/1/1993,Michael Spindler,1
Apple,1993,0.28125,111216000,12/1/1993,John Sculley,1
Apple,1993,0.28125,111216000,12/1/1993,Michael Spindler,1
Apple,1994,0.296875,156721600,2/1/1994,Michael Spindler,1
Apple,1994,0.323661,211870400,3/1/1994,Michael Spindler,1
Apple,1994,0.252232,385761600,6/1/1994,Michael Spindler,1
Apple,1994,0.229911,179278400,7/1/1994,Michael Spindler,1
Apple,1994,0.297991,229275200,8/1/1994,Michael Spindler,1
Apple,1994,0.3125,204288000,9/1/1994,Michael Spindler,1
Apple,1994,0.385045,218097600,11/1/1994,Michael Spindler,1
Apple,1994,0.323103,309321600,12/1/1994,Michael Spindler,1
Apple,1995,0.358259,158368000,2/1/1995,Michael Spindler,1
Apple,1995,0.357143,224448000,3/1/1995,Michael Spindler,1
Apple,1995,0.341518,177956800,5/1/1995,Michael Spindler,1
Apple,1995,0.376674,186726400,6/1/1995,Michael Spindler,1
Apple,1995,0.388393,210918400,8/1/1995,Michael Spindler,1
Apple,1995,0.383371,98380800,9/1/1995,Michael Spindler,1
Apple,1995,0.327009,193233600,11/1/1995,Michael Spindler,1
Apple,1995,0.335938,204209600,12/1/1995,Michael Spindler,1
Apple,1996,0.253348,333043200,2/1/1996,Michael Spindler,1
Apple,1996,0.253348,333043200,2/1/1996,Gilbert Frank Amelio,1
Apple,1996,0.239955,231134400,3/1/1996,Michael Spindler,1
Apple,1996,0.239955,231134400,3/1/1996,Gilbert Frank Amelio,1
Apple,1996,0.227679,158636800,4/1/1996,Michael Spindler,1
Apple,1996,0.227679,158636800,4/1/1996,Gilbert Frank Amelio,1
Apple,1996,0.217634,112705600,5/1/1996,Michael Spindler,1
Apple,1996,0.217634,112705600,5/1/1996,Gilbert Frank Amelio,1
Apple,1996,0.191964,131980800,7/1/1996,Michael Spindler,1
Apple,1996,0.191964,131980800,7/1/1996,Gilbert Frank Amelio,1
Apple,1996,0.189732,110163200,8/1/1996,Michael Spindler,1
Apple,1996,0.189732,110163200,8/1/1996,Gilbert Frank Amelio,1
Apple,1996,0.219866,539246400,10/1/1996,Michael Spindler,1
Apple,1996,0.219866,539246400,10/1/1996,Gilbert Frank Amelio,1
Apple,1996,0.216518,211332800,11/1/1996,Michael Spindler,1
Apple,1996,0.216518,211332800,11/1/1996,Gilbert Frank Amelio,1
Apple,1997,0.15625,220259200,4/1/1997,Gilbert Frank Amelio,1
Apple,1997,0.15625,220259200,4/1/1997,Steve Jobs,1
Apple,1997,0.151786,72340800,5/1/1997,Gilbert Frank Amelio,1
Apple,1997,0.151786,72340800,5/1/1997,Steve Jobs,1
Apple,1997,0.117746,450676800,7/1/1997,Gilbert Frank Amelio,1
Apple,1997,0.117746,450676800,7/1/1997,Steve Jobs,1
Apple,1997,0.171317,481913600,8/1/1997,Gilbert Frank Amelio,1
Apple,1997,0.171317,481913600,8/1/1997,Steve Jobs,1
Apple,1997,0.192243,130468800,10/1/1997,Gilbert Frank Amelio,1
Apple,1997,0.192243,130468800,10/1/1997,Steve Jobs,1
Apple,1997,0.158482,87236800,12/1/1997,Gilbert Frank Amelio,1
Apple,1997,0.158482,87236800,12/1/1997,Steve Jobs,1
Apple,1998,0.245536,186883200,4/1/1998,Steve Jobs,1
Apple,1998,0.25,184072000,5/1/1998,Steve Jobs,1
Apple,1998,0.234375,319692800,6/1/1998,Steve Jobs,1
Apple,1998,0.267299,314115200,7/1/1998,Steve Jobs,1
Apple,1998,0.304688,869075200,9/1/1998,Steve Jobs,1
Apple,1998,0.318638,370216000,10/1/1998,Steve Jobs,1
Apple,1998,0.304688,865737600,12/1/1998,Steve Jobs,1
Apple,1999,0.365513,278913600,2/1/1999,Steve Jobs,1
Apple,1999,0.301339,487827200,3/1/1999,Steve Jobs,1
Apple,1999,0.321987,262057600,4/1/1999,Steve Jobs,1
Apple,1999,0.400112,461025600,6/1/1999,Steve Jobs,1
Apple,1999,0.404576,149217600,7/1/1999,Steve Jobs,1
Apple,1999,0.612723,788625600,9/1/1999,Steve Jobs,1
Apple,1999,0.55106,614790400,10/1/1999,Steve Jobs,1
Apple,1999,0.69308,278577600,11/1/1999,Steve Jobs,1
Apple,1999,0.920201,618564800,12/1/1999,Steve Jobs,1
Apple,2000,0.895089,318035200,2/1/2000,Steve Jobs,1
Apple,2000,1.163504,1077003200,3/1/2000,Steve Jobs,1
Apple,2000,1.109933,226195200,5/1/2000,Steve Jobs,1
Apple,2000,0.795759,903840000,6/1/2000,Steve Jobs,1
Apple,2000,0.88058,137284000,8/1/2000,Steve Jobs,1
Apple,2000,1.132813,256872000,9/1/2000,Steve Jobs,1
Apple,2000,0.366071,575366400,11/1/2000,Steve Jobs,1
Apple,2000,0.304688,385705600,12/1/2000,Steve Jobs,1
Apple,2001,0.377232,369695200,2/1/2001,Steve Jobs,1
Apple,2001,0.334821,330461600,3/1/2001,Steve Jobs,1
Apple,2001,0.463036,427252000,5/1/2001,Steve Jobs,1
Apple,2001,0.373036,456075200,6/1/2001,Steve Jobs,1
Apple,2001,0.340357,304136000,8/1/2001,Steve Jobs,1
Apple,2001,0.2775,208208000,10/1/2001,Steve Jobs,1
Apple,2001,0.331964,312995200,11/1/2001,Steve Jobs,1
Apple,2002,0.435893,398305600,2/1/2002,Steve Jobs,1
Apple,2002,0.41875,348992000,3/1/2002,Steve Jobs,1
Apple,2002,0.436786,199046400,4/1/2002,Steve Jobs,1
Apple,2002,0.428214,214704000,5/1/2002,Steve Jobs,1
Apple,2002,0.304643,222689600,7/1/2002,Steve Jobs,1
Apple,2002,0.264286,228956000,8/1/2002,Steve Jobs,1
Apple,2002,0.259107,342423200,10/1/2002,Steve Jobs,1
Apple,2002,0.292143,189828800,11/1/2002,Steve Jobs,1
Apple,2003,0.252857,154341600,4/1/2003,Steve Jobs,1
Apple,2003,0.256429,342759200,5/1/2003,Steve Jobs,1
Apple,2003,0.340893,180992000,7/1/2003,Steve Jobs,1
Apple,2003,0.370179,149604000,8/1/2003,Steve Jobs,1
Apple,2003,0.37125,236112800,10/1/2003,Steve Jobs,1
Apple,2003,0.387679,361536000,12/1/2003,Steve Jobs,1
Apple,2004,0.428929,321680800,3/1/2004,Steve Jobs,1
Apple,2004,0.484107,318332000,4/1/2004,Steve Jobs,1
Apple,2004,0.501071,182134400,6/1/2004,Steve Jobs,1
Apple,2004,0.576786,341941600,7/1/2004,Steve Jobs,1
Apple,2004,0.640357,515726400,9/1/2004,Steve Jobs,1
Apple,2004,0.690536,465404800,10/1/2004,Steve Jobs,1
Apple,2004,0.936607,602050400,11/1/2004,Steve Jobs,1
Apple,2004,1.210536,800553600,12/1/2004,Steve Jobs,1
Apple,2005,1.384464,678395200,2/1/2005,Steve Jobs,1
Apple,2005,1.589286,468188000,3/1/2005,Steve Jobs,1
Apple,2005,1.460357,641284000,4/1/2005,Steve Jobs,1
Apple,2005,1.439286,453812800,6/1/2005,Steve Jobs,1
Apple,2005,1.303571,250000800,7/1/2005,Steve Jobs,1
Apple,2005,1.526786,314249600,8/1/2005,Steve Jobs,1
Apple,2005,1.652143,356367200,9/1/2005,Steve Jobs,1
Apple,2005,2.053571,749686000,11/1/2005,Steve Jobs,1
Apple,2005,2.557143,812893200,12/1/2005,Steve Jobs,1
Apple,2006,2.693571,521186400,2/1/2006,Steve Jobs,1
Apple,2006,2.467857,763817600,3/1/2006,Steve Jobs,1
Apple,2006,2.485714,750380400,5/1/2006,Steve Jobs,1
Apple,2006,2.220357,942508000,6/1/2006,Steve Jobs,1
Apple,2006,2.399286,711765600,8/1/2006,Steve Jobs,1
Apple,2006,2.442143,408494800,9/1/2006,Steve Jobs,1
Apple,2006,2.827143,611192400,11/1/2006,Steve Jobs,1
Apple,2006,3.261429,795079600,12/1/2006,Steve Jobs,1
Apple,2007,3.026428,664342000,2/1/2007,Steve Jobs,1
